State,Sector,Claim_Type,Confidence_Score,If_predict
AK,92,continued,,False
AZ,11,continued,,False
AZ,21,continued,,False
AZ,22,continued,,False
AZ,23,continued,,False
AZ,31,continued,,False
AZ,42,continued,,False
AZ,44,continued,,False
AZ,48,continued,,False
AZ,51,continued,,False
AZ,52,continued,,False
AZ,53,continued,,False
AZ,54,continued,,False
AZ,56,continued,,False
AZ,61,continued,,False
AZ,62,continued,,False
AZ,71,continued,,False
AZ,72,continued,,False
AZ,81,continued,,False
AZ,92,continued,,False
AR,11,continued,0.794,True
AR,21,continued,0.283,True
AR,22,continued,0.441,True
AR,23,continued,0.331,True
AR,31,continued,0.482,True
AR,42,continued,0.659,True
AR,44,continued,0.929,True
AR,48,continued,0.851,True
AR,51,continued,0.471,True
AR,52,continued,0.658,True
AR,53,continued,0.601,True
AR,54,continued,0.263,True
AR,56,continued,0.447,True
AR,61,continued,0.602,True
AR,62,continued,0.606,True
AR,71,continued,0.752,True
AR,72,continued,0.462,True
AR,81,continued,0.937,True
AR,92,continued,0.892,True
CA,11,continued,0.458,True
CA,21,continued,0.343,True
CA,22,continued,0.406,True
CA,23,continued,0.496,True
CA,31,continued,0.586,True
CA,42,continued,0.554,True
CA,44,continued,0.675,True
CA,48,continued,0.754,True
CA,51,continued,0.257,True
CA,52,continued,0.341,True
CA,53,continued,0.557,True
CA,54,continued,0.6,True
CA,56,continued,0.772,True
CA,61,continued,0.776,True
CA,62,continued,0.518,True
CA,71,continued,0.698,True
CA,72,continued,0.456,True
CA,81,continued,0.607,True
CA,92,continued,0.837,True
CO,11,continued,0.763,True
CO,21,continued,0.264,True
CO,22,continued,0.757,True
CO,23,continued,0.653,True
CO,31,continued,0.875,True
CO,42,continued,0.289,True
CO,44,continued,0.251,True
CO,48,continued,0.461,True
CO,51,continued,0.935,True
CO,52,continued,0.492,True
CO,53,continued,0.638,True
CO,54,continued,0.4,True
CO,56,continued,0.606,True
CO,61,continued,0.784,True
CO,62,continued,0.472,True
CO,71,continued,0.307,True
CO,72,continued,0.666,True
CO,81,continued,0.301,True
CO,92,continued,0.272,True
CT,11,continued,,False
CT,21,continued,,False
CT,22,continued,,False
CT,23,continued,,False
CT,31,continued,,False
CT,42,continued,,False
CT,44,continued,,False
CT,48,continued,,False
CT,51,continued,,False
CT,52,continued,,False
CT,53,continued,,False
CT,54,continued,,False
CT,56,continued,,False
CT,61,continued,,False
CT,62,continued,,False
CT,71,continued,,False
CT,72,continued,,False
CT,81,continued,,False
CT,92,continued,,False
DE,11,continued,0.359,True
DE,21,continued,0.493,True
DE,22,continued,0.365,True
DE,23,continued,0.924,True
DE,31,continued,0.73,True
DE,42,continued,0.784,True
DE,44,continued,0.728,True
DE,48,continued,0.473,True
DE,51,continued,0.266,True
DE,52,continued,0.259,True
DE,53,continued,0.35,True
DE,54,continued,0.507,True
DE,56,continued,0.618,True
DE,61,continued,0.776,True
DE,62,continued,0.901,True
DE,71,continued,0.837,True
DE,72,continued,0.671,True
DE,81,continued,0.75,True
DE,92,continued,0.92,True
DC,11,continued,0.908,True
DC,21,continued,0.688,True
DC,22,continued,0.737,True
DC,23,continued,0.837,True
DC,31,continued,0.857,True
DC,42,continued,0.624,True
DC,44,continued,0.649,True
DC,48,continued,0.925,True
DC,51,continued,0.454,True
DC,52,continued,0.488,True
DC,53,continued,0.947,True
DC,54,continued,0.609,True
DC,56,continued,0.667,True
DC,61,continued,0.516,True
DC,62,continued,0.255,True
DC,71,continued,0.655,True
DC,72,continued,0.808,True
DC,81,continued,0.557,True
DC,92,continued,0.336,True
FL,11,continued,0.308,True
FL,21,continued,0.285,True
FL,22,continued,0.853,True
FL,23,continued,0.684,True
FL,31,continued,0.809,True
FL,42,continued,0.828,True
FL,44,continued,0.269,True
FL,48,continued,0.633,True
FL,51,continued,0.363,True
FL,52,continued,0.452,True
FL,53,continued,0.377,True
FL,54,continued,0.613,True
FL,56,continued,0.477,True
FL,61,continued,0.31,True
FL,62,continued,0.813,True
FL,71,continued,0.841,True
FL,72,continued,0.633,True
FL,81,continued,0.87,True
FL,92,continued,0.625,True
GA,11,continued,0.364,True
GA,21,continued,0.815,True
GA,22,continued,0.631,True
GA,23,continued,0.518,True
GA,31,continued,0.316,True
GA,42,continued,0.835,True
GA,44,continued,0.443,True
GA,48,continued,0.933,True
GA,51,continued,0.409,True
GA,52,continued,0.443,True
GA,53,continued,0.692,True
GA,54,continued,0.74,True
GA,56,continued,0.901,True
GA,61,continued,0.459,True
GA,62,continued,0.326,True
GA,71,continued,0.824,True
GA,72,continued,0.497,True
GA,81,continued,0.327,True
GA,92,continued,0.46,True
HI,11,continued,0.491,True
HI,21,continued,0.274,True
HI,22,continued,0.942,True
HI,23,continued,0.84,True
HI,31,continued,0.643,True
HI,42,continued,0.565,True
HI,44,continued,0.274,True
HI,48,continued,0.631,True
HI,51,continued,0.489,True
HI,52,continued,0.816,True
HI,53,continued,0.36,True
HI,54,continued,0.451,True
HI,56,continued,0.779,True
HI,61,continued,0.943,True
HI,62,continued,0.624,True
HI,71,continued,0.479,True
HI,72,continued,0.731,True
HI,81,continued,0.928,True
HI,92,continued,0.271,True
ID,11,continued,,False
ID,21,continued,,False
ID,22,continued,,False
ID,23,continued,,False
ID,31,continued,,False
ID,42,continued,,False
ID,44,continued,,False
ID,48,continued,,False
ID,51,continued,,False
ID,52,continued,,False
ID,53,continued,,False
ID,54,continued,,False
ID,56,continued,,False
ID,61,continued,,False
ID,62,continued,,False
ID,71,continued,,False
ID,72,continued,,False
ID,81,continued,,False
ID,92,continued,,False
IL,11,continued,,False
IL,21,continued,,False
IL,22,continued,,False
IL,23,continued,,False
IL,31,continued,,False
IL,42,continued,,False
IL,44,continued,,False
IL,48,continued,,False
IL,51,continued,,False
IL,52,continued,,False
IL,53,continued,,False
IL,54,continued,,False
IL,56,continued,,False
IL,61,continued,,False
IL,62,continued,,False
IL,71,continued,,False
IL,72,continued,,False
IL,81,continued,,False
IL,92,continued,,False
IN,11,continued,,False
IN,21,continued,,False
IN,22,continued,,False
IN,23,continued,,False
IN,31,continued,,False
IN,42,continued,,False
IN,44,continued,,False
IN,48,continued,,False
IN,51,continued,,False
IN,52,continued,,False
IN,53,continued,,False
IN,54,continued,,False
IN,56,continued,,False
IN,61,continued,,False
IN,62,continued,,False
IN,71,continued,,False
IN,72,continued,,False
IN,81,continued,,False
IN,92,continued,,False
IA,11,continued,0.389,True
IA,21,continued,0.341,True
IA,22,continued,0.652,True
IA,23,continued,0.838,True
IA,31,continued,0.485,True
IA,42,continued,0.824,True
IA,44,continued,0.261,True
IA,48,continued,0.312,True
IA,51,continued,0.4,True
IA,52,continued,0.837,True
IA,53,continued,0.675,True
IA,54,continued,0.293,True
IA,56,continued,0.741,True
IA,61,continued,0.863,True
IA,62,continued,0.561,True
IA,71,continued,0.589,True
IA,72,continued,0.868,True
IA,81,continued,0.384,True
IA,92,continued,0.445,True
KS,11,continued,0.833,True
KS,21,continued,0.428,True
KS,22,continued,0.783,True
KS,23,continued,0.305,True
KS,31,continued,0.393,True
KS,42,continued,0.558,True
KS,44,continued,0.614,True
KS,48,continued,0.451,True
KS,51,continued,0.307,True
KS,52,continued,0.309,True
KS,53,continued,0.838,True
KS,54,continued,0.46,True
KS,56,continued,0.493,True
KS,61,continued,0.786,True
KS,62,continued,0.73,True
KS,71,continued,0.561,True
KS,72,continued,0.425,True
KS,81,continued,0.571,True
KS,92,continued,0.841,True
KY,11,continued,0.676,True
KY,21,continued,0.437,True
KY,22,continued,0.482,True
KY,23,continued,0.76,True
KY,31,continued,0.882,True
KY,42,continued,0.467,True
KY,44,continued,0.551,True
KY,48,continued,0.415,True
KY,51,continued,0.643,True
KY,52,continued,0.627,True
KY,53,continued,0.784,True
KY,54,continued,0.869,True
KY,56,continued,0.839,True
KY,61,continued,0.898,True
KY,62,continued,0.609,True
KY,71,continued,0.319,True
KY,72,continued,0.807,True
KY,81,continued,0.285,True
KY,92,continued,0.324,True
LA,11,continued,0.715,True
LA,21,continued,0.738,True
LA,22,continued,0.811,True
LA,23,continued,0.433,True
LA,31,continued,0.767,True
LA,42,continued,0.563,True
LA,44,continued,0.263,True
LA,48,continued,0.762,True
LA,51,continued,0.712,True
LA,52,continued,0.509,True
LA,53,continued,0.543,True
LA,54,continued,0.344,True
LA,56,continued,0.815,True
LA,61,continued,0.422,True
LA,62,continued,0.401,True
LA,71,continued,0.802,True
LA,72,continued,0.516,True
LA,81,continued,0.685,True
LA,92,continued,0.615,True
ME,11,continued,,False
ME,21,continued,,False
ME,22,continued,,False
ME,23,continued,,False
ME,31,continued,,False
ME,42,continued,,False
ME,44,continued,,False
ME,48,continued,,False
ME,51,continued,,False
ME,52,continued,,False
ME,53,continued,,False
ME,54,continued,,False
ME,56,continued,,False
ME,61,continued,,False
ME,62,continued,,False
ME,71,continued,,False
ME,72,continued,,False
ME,81,continued,,False
ME,92,continued,,False
MD,11,continued,0.596,True
MD,21,continued,0.68,True
MD,22,continued,0.588,True
MD,23,continued,0.304,True
MD,31,continued,0.602,True
MD,42,continued,0.625,True
MD,44,continued,0.262,True
MD,48,continued,0.252,True
MD,51,continued,0.933,True
MD,52,continued,0.481,True
MD,53,continued,0.329,True
MD,54,continued,0.318,True
MD,56,continued,0.56,True
MD,61,continued,0.864,True
MD,62,continued,0.828,True
MD,71,continued,0.597,True
MD,72,continued,0.772,True
MD,81,continued,0.726,True
MD,92,continued,0.768,True
MA,11,continued,,False
MA,21,continued,,False
MA,22,continued,,False
MA,23,continued,,False
MA,31,continued,,False
MA,42,continued,,False
MA,44,continued,,False
MA,48,continued,,False
MA,51,continued,,False
MA,52,continued,,False
MA,53,continued,,False
MA,54,continued,,False
MA,56,continued,,False
MA,61,continued,,False
MA,62,continued,,False
MA,71,continued,,False
MA,72,continued,,False
MA,81,continued,,False
MA,92,continued,,False
MI,11,continued,0.873,True
MI,21,continued,0.505,True
MI,22,continued,0.597,True
MI,23,continued,0.764,True
MI,31,continued,0.773,True
MI,42,continued,0.829,True
MI,44,continued,0.306,True
MI,48,continued,0.724,True
MI,51,continued,0.789,True
MI,52,continued,0.688,True
MI,53,continued,0.668,True
MI,54,continued,0.465,True
MI,56,continued,0.499,True
MI,61,continued,0.41,True
MI,62,continued,0.255,True
MI,71,continued,0.297,True
MI,72,continued,0.299,True
MI,81,continued,0.948,True
MI,92,continued,0.623,True
MN,11,continued,0.9,True
MN,21,continued,0.575,True
MN,22,continued,0.718,True
MN,23,continued,0.764,True
MN,31,continued,0.283,True
MN,42,continued,0.673,True
MN,44,continued,0.313,True
MN,48,continued,0.307,True
MN,51,continued,0.435,True
MN,52,continued,0.868,True
MN,53,continued,0.785,True
MN,54,continued,0.348,True
MN,56,continued,0.449,True
MN,61,continued,0.504,True
MN,62,continued,0.408,True
MN,71,continued,0.482,True
MN,72,continued,0.519,True
MN,81,continued,0.796,True
MN,92,continued,0.92,True
MS,11,continued,0.39,True
MS,21,continued,0.727,True
MS,22,continued,0.389,True
MS,23,continued,0.931,True
MS,31,continued,0.844,True
MS,42,continued,0.716,True
MS,44,continued,0.771,True
MS,48,continued,0.481,True
MS,51,continued,0.286,True
MS,52,continued,0.705,True
MS,53,continued,0.264,True
MS,54,continued,0.885,True
MS,56,continued,0.936,True
MS,61,continued,0.811,True
MS,62,continued,0.389,True
MS,71,continued,0.315,True
MS,72,continued,0.749,True
MS,81,continued,0.885,True
MS,92,continued,0.74,True
MO,11,continued,0.588,True
MO,21,continued,0.466,True
MO,22,continued,0.678,True
MO,23,continued,0.496,True
MO,31,continued,0.358,True
MO,42,continued,0.579,True
MO,44,continued,0.641,True
MO,48,continued,0.726,True
MO,51,continued,0.736,True
MO,52,continued,0.473,True
MO,53,continued,0.583,True
MO,54,continued,0.774,True
MO,56,continued,0.895,True
MO,61,continued,0.754,True
MO,62,continued,0.604,True
MO,71,continued,0.264,True
MO,72,continued,0.568,True
MO,81,continued,0.595,True
MO,92,continued,0.636,True
MT,11,continued,0.631,True
MT,21,continued,0.571,True
MT,22,continued,0.545,True
MT,23,continued,0.622,True
MT,31,continued,0.473,True
MT,42,continued,0.804,True
MT,44,continued,0.493,True
MT,48,continued,0.871,True
MT,51,continued,0.913,True
MT,52,continued,0.757,True
MT,53,continued,0.322,True
MT,54,continued,0.821,True
MT,56,continued,0.849,True
MT,61,continued,0.28,True
MT,62,continued,0.765,True
MT,71,continued,0.78,True
MT,72,continued,0.5,True
MT,81,continued,0.444,True
MT,92,continued,0.258,True
NE,11,continued,,False
NE,21,continued,,False
NE,22,continued,,False
NE,23,continued,,False
NE,31,continued,,False
NE,42,continued,,False
NE,44,continued,,False
NE,48,continued,,False
NE,51,continued,,False
NE,52,continued,,False
NE,53,continued,,False
NE,54,continued,,False
NE,56,continued,,False
NE,61,continued,,False
NE,62,continued,,False
NE,71,continued,,False
NE,72,continued,,False
NE,81,continued,,False
NE,92,continued,,False
NV,11,continued,0.885,True
NV,21,continued,0.503,True
NV,22,continued,0.784,True
NV,23,continued,0.377,True
NV,31,continued,0.788,True
NV,42,continued,0.448,True
NV,44,continued,0.646,True
NV,48,continued,0.429,True
NV,51,continued,0.522,True
NV,52,continued,0.694,True
NV,53,continued,0.366,True
NV,54,continued,0.465,True
NV,56,continued,0.522,True
NV,61,continued,0.522,True
NV,62,continued,0.523,True
NV,71,continued,0.421,True
NV,72,continued,0.336,True
NV,81,continued,0.772,True
NV,92,continued,0.599,True
NH,11,continued,0.817,True
NH,21,continued,0.395,True
NH,22,continued,0.944,True
NH,23,continued,0.308,True
NH,31,continued,0.266,True
NH,42,continued,0.927,True
NH,44,continued,0.486,True
NH,48,continued,0.605,True
NH,51,continued,0.529,True
NH,52,continued,0.401,True
NH,53,continued,0.905,True
NH,54,continued,0.906,True
NH,56,continued,0.596,True
NH,61,continued,0.64,True
NH,62,continued,0.523,True
NH,71,continued,0.778,True
NH,72,continued,0.674,True
NH,81,continued,0.574,True
NH,92,continued,0.309,True
NJ,11,continued,,False
NJ,21,continued,,False
NJ,22,continued,,False
NJ,23,continued,,False
NJ,31,continued,,False
NJ,42,continued,,False
NJ,44,continued,,False
NJ,48,continued,,False
NJ,51,continued,,False
NJ,52,continued,,False
NJ,53,continued,,False
NJ,54,continued,,False
NJ,56,continued,,False
NJ,61,continued,,False
NJ,62,continued,,False
NJ,71,continued,,False
NJ,72,continued,,False
NJ,81,continued,,False
NJ,92,continued,,False
NM,11,continued,,False
NM,21,continued,,False
NM,22,continued,,False
NM,23,continued,,False
NM,31,continued,,False
NM,42,continued,,False
NM,44,continued,,False
NM,48,continued,,False
NM,51,continued,,False
NM,52,continued,,False
NM,53,continued,,False
NM,54,continued,,False
NM,56,continued,,False
NM,61,continued,,False
NM,62,continued,,False
NM,71,continued,,False
NM,72,continued,,False
NM,81,continued,,False
NM,92,continued,,False
NY,11,continued,0.856,True
NY,21,continued,0.713,True
NY,22,continued,0.47,True
NY,23,continued,0.768,True
NY,31,continued,0.655,True
NY,42,continued,0.307,True
NY,44,continued,0.349,True
NY,48,continued,0.294,True
NY,51,continued,0.72,True
NY,52,continued,0.432,True
NY,53,continued,0.814,True
NY,54,continued,0.908,True
NY,56,continued,0.617,True
NY,61,continued,0.508,True
NY,62,continued,0.449,True
NY,71,continued,0.514,True
NY,72,continued,0.663,True
NY,81,continued,0.481,True
NY,92,continued,0.399,True
NC,11,continued,,False
NC,21,continued,,False
NC,22,continued,,False
NC,23,continued,,False
NC,31,continued,,False
NC,42,continued,,False
NC,44,continued,,False
NC,48,continued,,False
NC,51,continued,,False
NC,52,continued,,False
NC,53,continued,,False
NC,54,continued,,False
NC,56,continued,,False
NC,61,continued,,False
NC,62,continued,,False
NC,71,continued,,False
NC,72,continued,,False
NC,81,continued,,False
NC,92,continued,,False
ND,11,continued,0.556,True
ND,21,continued,0.386,True
ND,22,continued,0.696,True
ND,23,continued,0.654,True
ND,31,continued,0.303,True
ND,42,continued,0.715,True
ND,44,continued,0.758,True
ND,48,continued,0.379,True
ND,51,continued,0.687,True
ND,52,continued,0.728,True
ND,53,continued,0.45,True
ND,54,continued,0.778,True
ND,56,continued,0.285,True
ND,61,continued,0.393,True
ND,62,continued,0.473,True
ND,71,continued,0.456,True
ND,72,continued,0.851,True
ND,81,continued,0.513,True
ND,92,continued,0.658,True
OH,11,continued,,False
OH,21,continued,,False
OH,22,continued,,False
OH,23,continued,,False
OH,31,continued,,False
OH,42,continued,,False
OH,44,continued,,False
OH,48,continued,,False
OH,51,continued,,False
OH,52,continued,,False
OH,53,continued,,False
OH,54,continued,,False
OH,56,continued,,False
OH,61,continued,,False
OH,62,continued,,False
OH,71,continued,,False
OH,72,continued,,False
OH,81,continued,,False
OH,92,continued,,False
OK,11,continued,,False
OK,21,continued,,False
OK,22,continued,,False
OK,23,continued,,False
OK,31,continued,,False
OK,42,continued,,False
OK,44,continued,,False
OK,48,continued,,False
OK,51,continued,,False
OK,52,continued,,False
OK,53,continued,,False
OK,54,continued,,False
OK,56,continued,,False
OK,61,continued,,False
OK,62,continued,,False
OK,71,continued,,False
OK,72,continued,,False
OK,81,continued,,False
OK,92,continued,,False
OR,11,continued,0.383,True
OR,21,continued,0.78,True
OR,22,continued,0.642,True
OR,23,continued,0.602,True
OR,31,continued,0.654,True
OR,42,continued,0.57,True
OR,44,continued,0.647,True
OR,48,continued,0.348,True
OR,51,continued,0.733,True
OR,52,continued,0.292,True
OR,53,continued,0.425,True
OR,54,continued,0.541,True
OR,56,continued,0.317,True
OR,61,continued,0.443,True
OR,62,continued,0.528,True
OR,71,continued,0.732,True
OR,72,continued,0.517,True
OR,81,continued,0.817,True
OR,92,continued,0.662,True
PA,11,continued,,False
PA,21,continued,,False
PA,22,continued,,False
PA,23,continued,,False
PA,31,continued,,False
PA,42,continued,,False
PA,44,continued,,False
PA,48,continued,,False
PA,51,continued,,False
PA,52,continued,,False
PA,53,continued,,False
PA,54,continued,,False
PA,56,continued,,False
PA,61,continued,,False
PA,62,continued,,False
PA,71,continued,,False
PA,72,continued,,False
PA,81,continued,,False
PA,92,continued,,False
RI,11,continued,,False
RI,21,continued,,False
RI,22,continued,,False
RI,23,continued,,False
RI,31,continued,,False
RI,42,continued,,False
RI,44,continued,,False
RI,48,continued,,False
RI,51,continued,,False
RI,52,continued,,False
RI,53,continued,,False
RI,54,continued,,False
RI,56,continued,,False
RI,61,continued,,False
RI,62,continued,,False
RI,71,continued,,False
RI,72,continued,,False
RI,81,continued,,False
RI,92,continued,,False
SC,11,continued,0.775,True
SC,21,continued,0.608,True
SC,22,continued,0.498,True
SC,23,continued,0.804,True
SC,31,continued,0.874,True
SC,42,continued,0.379,True
SC,44,continued,0.283,True
SC,48,continued,0.902,True
SC,51,continued,0.597,True
SC,52,continued,0.653,True
SC,53,continued,0.568,True
SC,54,continued,0.549,True
SC,56,continued,0.617,True
SC,61,continued,0.711,True
SC,62,continued,0.707,True
SC,71,continued,0.717,True
SC,72,continued,0.874,True
SC,81,continued,0.622,True
SC,92,continued,0.862,True
SD,11,continued,0.339,True
SD,21,continued,0.327,True
SD,22,continued,0.287,True
SD,23,continued,0.643,True
SD,31,continued,0.518,True
SD,42,continued,0.366,True
SD,44,continued,0.943,True
SD,48,continued,0.751,True
SD,51,continued,0.701,True
SD,52,continued,0.369,True
SD,53,continued,0.263,True
SD,54,continued,0.319,True
SD,56,continued,0.797,True
SD,61,continued,0.378,True
SD,62,continued,0.407,True
SD,71,continued,0.765,True
SD,72,continued,0.558,True
SD,81,continued,0.492,True
SD,92,continued,0.766,True
TN,11,continued,0.508,True
TN,21,continued,0.909,True
TN,22,continued,0.334,True
TN,23,continued,0.671,True
TN,31,continued,0.546,True
TN,42,continued,0.461,True
TN,44,continued,0.261,True
TN,48,continued,0.401,True
TN,51,continued,0.565,True
TN,52,continued,0.738,True
TN,53,continued,0.425,True
TN,54,continued,0.529,True
TN,56,continued,0.619,True
TN,61,continued,0.514,True
TN,62,continued,0.542,True
TN,71,continued,0.436,True
TN,72,continued,0.56,True
TN,81,continued,0.256,True
TN,92,continued,0.748,True
TX,11,continued,0.664,True
TX,21,continued,0.732,True
TX,22,continued,0.671,True
TX,23,continued,0.718,True
TX,31,continued,0.884,True
TX,42,continued,0.692,True
TX,44,continued,0.54,True
TX,48,continued,0.724,True
TX,51,continued,0.409,True
TX,52,continued,0.726,True
TX,53,continued,0.772,True
TX,54,continued,0.536,True
TX,56,continued,0.835,True
TX,61,continued,0.745,True
TX,62,continued,0.787,True
TX,71,continued,0.928,True
TX,72,continued,0.58,True
TX,81,continued,0.297,True
TX,92,continued,0.534,True
UT,11,continued,,False
UT,21,continued,,False
UT,22,continued,,False
UT,23,continued,,False
UT,31,continued,,False
UT,42,continued,,False
UT,44,continued,,False
UT,48,continued,,False
UT,51,continued,,False
UT,52,continued,,False
UT,53,continued,,False
UT,54,continued,,False
UT,56,continued,,False
UT,61,continued,,False
UT,62,continued,,False
UT,71,continued,,False
UT,72,continued,,False
UT,81,continued,,False
UT,92,continued,,False
VT,11,continued,0.582,True
VT,21,continued,0.824,True
VT,22,continued,0.324,True
VT,23,continued,0.451,True
VT,31,continued,0.66,True
VT,42,continued,0.553,True
VT,44,continued,0.665,True
VT,48,continued,0.637,True
VT,51,continued,0.633,True
VT,52,continued,0.572,True
VT,53,continued,0.791,True
VT,54,continued,0.866,True
VT,56,continued,0.577,True
VT,61,continued,0.459,True
VT,62,continued,0.913,True
VT,71,continued,0.528,True
VT,72,continued,0.489,True
VT,81,continued,0.873,True
VT,92,continued,0.385,True
VA,11,continued,0.461,True
VA,21,continued,0.675,True
VA,22,continued,0.829,True
VA,23,continued,0.362,True
VA,31,continued,0.693,True
VA,42,continued,0.27,True
VA,44,continued,0.364,True
VA,48,continued,0.658,True
VA,51,continued,0.505,True
VA,52,continued,0.829,True
VA,53,continued,0.484,True
VA,54,continued,0.904,True
VA,56,continued,0.421,True
VA,61,continued,0.543,True
VA,62,continued,0.798,True
VA,71,continued,0.852,True
VA,72,continued,0.453,True
VA,81,continued,0.738,True
VA,92,continued,0.513,True
WA,11,continued,0.46,True
WA,21,continued,0.645,True
WA,22,continued,0.795,True
WA,23,continued,0.344,True
WA,31,continued,0.442,True
WA,42,continued,0.566,True
WA,44,continued,0.425,True
WA,48,continued,0.361,True
WA,51,continued,0.44,True
WA,52,continued,0.807,True
WA,53,continued,0.394,True
WA,54,continued,0.631,True
WA,56,continued,0.637,True
WA,61,continued,0.74,True
WA,62,continued,0.942,True
WA,71,continued,0.585,True
WA,72,continued,0.847,True
WA,81,continued,0.907,True
WA,92,continued,0.832,True
WV,11,continued,0.331,True
WV,21,continued,0.659,True
WV,22,continued,0.634,True
WV,23,continued,0.714,True
WV,31,continued,0.658,True
WV,42,continued,0.528,True
WV,44,continued,0.54,True
WV,48,continued,0.787,True
WV,51,continued,0.616,True
WV,52,continued,0.529,True
WV,53,continued,0.694,True
WV,54,continued,0.634,True
WV,56,continued,0.815,True
WV,61,continued,0.86,True
WV,62,continued,0.443,True
WV,71,continued,0.858,True
WV,72,continued,0.362,True
WV,81,continued,0.352,True
WV,92,continued,0.474,True
WI,11,continued,0.579,True
WI,21,continued,0.851,True
WI,22,continued,0.501,True
WI,23,continued,0.515,True
WI,31,continued,0.815,True
WI,42,continued,0.498,True
WI,44,continued,0.331,True
WI,48,continued,0.451,True
WI,51,continued,0.387,True
WI,52,continued,0.886,True
WI,53,continued,0.648,True
WI,54,continued,0.637,True
WI,56,continued,0.402,True
WI,61,continued,0.857,True
WI,62,continued,0.336,True
WI,71,continued,0.818,True
WI,72,continued,0.445,True
WI,81,continued,0.818,True
WI,92,continued,0.58,True
WY,11,continued,0.588,True
WY,21,continued,0.333,True
WY,22,continued,0.696,True
WY,23,continued,0.924,True
WY,31,continued,0.573,True
WY,42,continued,0.621,True
WY,44,continued,0.792,True
WY,48,continued,0.313,True
WY,51,continued,0.717,True
WY,52,continued,0.527,True
WY,53,continued,0.899,True
WY,54,continued,0.461,True
WY,56,continued,0.299,True
WY,61,continued,0.935,True
WY,62,continued,0.776,True
WY,71,continued,0.883,True
WY,72,continued,0.488,True
WY,81,continued,0.946,True
WY,92,continued,0.838,True
